Tweet,sentimen
"Apalagi , politikus PAN itu melihat saat ini kondisi keuangan negara sedang tidak stabil . Maka dari itu , rasanya tidak elok jika negara menghambur - hamburkan anggaran untuk menggaji pejabat BPIP .",0
"Taufik yakin , Megawati beserta Pejabat BPIP lainnya bukanlah tokoh - tokoh yang mengejar materi . Oleh karena itu , dia meminta pemerintah menjelaskan ketentuan besaran gaji pejabat BPIP , agar tak menjadi polemik masyarakat .",1
""" Isu ini kan sudah tersebar di masyarakat . Banyak juga yang mempertanyakan besarannya . Pemerintah harus segera jelaskan , agar ini tidak menjadi isu liar . Ini kan bisa dikatakan tokoh - tokoh di BPIP itu tidak mengharapkan imbalan , "" katanya .",0
"Gaji Megawati dan pejabat BPIP lain diatur dalam Peraturan Presiden ( Perpres ) Nomor 42 / 2018 tentang Hak Keuangan dan Fasilitas Lainnya Bagi Pemimpin , Pejabat , dan Pegawai Badan Pembinaan Ideologi Pancasila yang ditandatangani Jokowi pada Rabu ( 23 / 5 ) lalu .",1
"JawaPos . com - Sepertinya tenaga honorer tidak berharap banyak untuk mendapatkan uang tambahan di luar gaji saat menyambut hari raya Idul Fitri . Bagi mereka uang tambahan yang disebut tunjangan hari raya ( THR ) itu selama ini hanya untuk pegawai negeri sipil ( PNS ) . Jikapun ada mendapatkan THR , tapi bukanlah berbentuk uang , melainkan bingkisan Lebaran senilai Rp 250 ribu . kondisi itu terjadi di sejumlah daerah .",0
"Karena itu , ketika sedang ramai pemberian THR untuk PNS dan pensiunan , para guru honorer juga berharap mendapatkan perhatian dari pemerintah . Meski sebenarnya mereka juga menyadari bahwa menjadi guru merupakan bentuk pengabdian sosial . Apalagi , tidak semua guru honorer berada di sekolah - sekolah negeri . Namun , ada pula yang di sekolah swasta .",1
"Menurut informasi yang didapatkan , para guru honorer di ibu kota mendapatkan tambahan satu kali gaji . "" Kalau di Jakarta guru honorer itu yang terikat dengan kontrak kerja , THR setara UMR , "" ungkap Heru .",1
"Selain itu , pemerintah provinsi bisa memberikan tunjangan perbaikan penghasilan ( TPP ) kepada PNSD , termasuk guru , berdasar pertimbangan yang objektif dengan memperhatikan kemampuan keuangan daerah dan memperoleh persetujuan DPRD . Kebijakan pemberian TPP bagi guru di setiap daerah berbeda - beda . Ada daerah yang memberikan TPP dan TPG / TKG kepada guru . Ada pula daerah yang tidak memberikan TPP karena guru sudah mendapatkan TPG / TKG .",1
"Jelang Pilkada Serentak , PKS Curiga Kasus e - KTP Tercecer",0
JawaPos . com - Wakil Ketua Komisi II DPR Mardani Ali Sera meminta Kementerian Dalam Negeri ( Kemendagri ) segera melakukan audit terhadap Standar Opresional Prosedur ( SOP ) pengiriman e - KTP dan harus diungkap kepublik hasilnya . Sebelum nantinya dipanggil ke DPR untuk dimintai keterangan soal kasus itu .,1
""" Kemendagri harus segera audit SOP pengiriman e - KTP dan diungkap kepublik hasilnya , bila menganggap hal ini sepele , masyarakat bisa mencurigai ada motif apa . Karena ini momennya jelang pilihan kepala daerah serentak 2018 dan Pilpres 2019 , "" ujar Mardani , Selasa ( 29 / 5 ) .",1
Ketua DPP Partai Keadilan Sejahtera ( PKS ) ini mengungkapkan keanehan dalam kasus e - KTP yang berceceran itu dinilai cukup janggal . Karena menurutnya tidak seharusnya e - KTP warga Sumatra Selatan ( Sumsel ) berjatuhan di wilayah Jawa Barat ( Jabar ) .,0
"Kedua , menurut Mardani berdasarkan penjelasan Dirjen Dukcapil bahwa itu merupakan e - KTP rusak . Nah ini juga harus dijelaskan serius oleh pemerintah mengenai kebenarannya . "" Karena setahu saya alat perekam dan pencetaknya ada di Kelurahan atau kecamatan , î ujarnya .",0
""" Jadi jika tidak ada keseriusan menyelesaikan temuan masalah e - kartu tanda penduduk ini , jangan salahkan masyarakat akan menilai Kemendagri gagal menangangi bukti tercecernya e - KTP , "" pungkasnya .",0
"Anies Zakat Rp 75 Juta , Sandiaga Serahkan Seluruh Gaji Rp 1 , 8 Miliar",1
"JawaPos . com - Gubernur DKI Jakarta Anies Baswedan turut mengalokasikan uangnya untuk zakat dalam acara tahunan Peduli Umat 1439 H / 2018 yang diselenggarakan Badan Amil Zakat Infak dan Sedekah ( BAZIS ) DKI . Tak hanya Anies , para pejabat ibu kota beramai - ramai menyalurkan zakatnya .",1
""" Saya titipkan zakat lewat BAZIS itu Rp 75 juta , "" ujar Anies di Jakarta Convention Center ( JCC ) Senayan , Jakarta Pusat , Kamis ( 31 / 5 ) .",1
"Meski tak hadir , Wakil Gubernur DKI Jakarta Sandiaga Uno juga menyerahkan zakat . Seperti yang diketahui , seluruh penghasilan Sandi selama menjabat di DKI dikelola BAZIS . Maka , untuk zakat , Politikus Partai Gerindra itu membayarkan seluruh gaji dan tunjangan operasional melalui lembaga tersebut yang jumlahnya Rp 1 , 8 miliar per bulan .",0
"Kemudian , sejumlah pejabat lain seperti sekretaris daerah ( Sekda ) , asisten pembangunan , para deputi gubernur , asisten deputi gubernur , wali kota , dan berbagai satuan kerja perangkat daerah ( SKPD ) juga turut menyumbang zakat .",1
"Hari ini , total dana yang terkumpul mencapai Rp 4 , 2 miliar . Jumlah itu terkumpul dari ZIS pejabat sebesar Rp 1 miliar , ZIS perusahaan Rp 2 , 9 miliar , dan ZIS pribadi Rp 326 juta .",1
""" Mudah - mudahan nanti bisa lebih besar lagi . Itu sudah di atas tahun lalu . Tapi kita harus lebih besar lagi . Tahun lalu Rp 3 , 6 miliar , tahun ini Rp 4 , 2 miliar . Insya Allah kita dorong naik lebih besar lagi , "" kata Anies .",1
"Anies ingin BAZIS DKI mengoptimalkan pengelolaan zakat secara keseluruhan . Zakat sebagai bagian rukun Islam dinilai sebagai penyeimbang atau equalizer ketimpangan dan memberikan keadilan di masyarakat . Berbeda dengan pajak , zakat juga memiliki saluran distribusi yang jelas .",1
""" Zakat ini bagian dari rukun Islam dan di dalam Quran disebutkan tidak kurang dari 24 kali perintah untuk menegakkan salat dan menunaikan zakat . Karena itu ini adalah satu ibadah yang penting dan kita berharap perhatiannya diberikan lebih besar , "" paparnya .",1
"Sementara itu , Ketua BAZIS DKI Zahrul Wildan mengatakan hingga saat ini dana yang terkumpul pada 2018 mencapai Rp 54 miliar . "" Terakhir sebelum acara ini ada Rp 50 miliar pengumpulannya , "" sebutnya .",1
"BAZIS DKI menargetkan pengumpulan dana tahunan sebesar Rp 300 miliar hingga akhir tahun . Selama ini , 60 persen zakat yang terkumpul diperoleh dari pemotongan gaji ASN Muslim .",1
""" Naha yang sudah kami lakukan membuat unit pengumpulan zakat ( UPZ ) jadi kaki tangan dari BAZIS DKI Jakarta dan juga ke depan yang kami lakukan kemarin ialah ada dua mal sadar zakat yaitu Thamrin City dan Season City , insya Allah setelah Lebaran kita buka di semua mal di Jakarta , insya Allah , "" terang Zahrul .",1
"Gara - gara Protes Soal RUU KUHP , KPK Disebut Sebagai Pembangkang",0
"JawaPos . com - Pengamat Hukum Umar Husin menyoroti dua hal terkait sikap Komisi Pemberantasan Korupsi yang menolak adanya delik korupsi dimasukkan ke dalam RUU KUHP . Menurutnya , sikap yang ditunjukkan lembaga antirasuah sebagai bentuk pembangkangan birokrasi terhadap presiden .",0
""" Ada kesan membangkang , serta berisi agar KPK tetap pada formatnya . Presiden seperti diancam . Nggak bisa presiden ditekan , "" ungkap Umar Husin dalam diskusi dengan tajuk ' Berebut Pasal Korupsi ? ' , di Jakarta , Sabtu ( 2 / 6 ) .",0
"Tak hanya itu , Umar juga mendukung penuh Dewan Perwakilan Rakyat agar segera merampungkan RUU KUHP tersebut . Baginya , tak ada halangan untuk memberi kado kemerdekaan dengan adanya RUU KUHP .",1
""" Beri dukungan penuh kepada DPR , maju masa mau mundur dan menatap lebih jauh ke depan , "" ujarnya .",1
"Senada dengan Umar , advokat senior Maqdir Ismail berharap agar KPK tidak menggunakan opini melainkan pemberantasan korupsi dengan cara penegakan hukum yang adil .",1
""" UU KPK tetap ada direvisi sebagimana disebut fungsi utama pencegahan . Ini tindak kejahatan luar biasa tapi biasa hanya pelaku penyelenggara , politis atau pejabat negara enggak perlu lebih sebagai momok menghancurkan negeri ini , "" jelasnya .",1
"Dia menyatakan Operasi Tangkap Tangan ( OTT ) yang dilakukan lembaga anti korupsi belum tentu cukup bukti , maka perlu dikoreksi dan dimasukkan dalam RUU KUHP .",0
""" OTT masuk KUHP . Tapi kalau OTT itu , belum tentu cukup bukti . Yang itu kita koreksi , "" tutupnya .",1
"Sudah Dipanggil , KPK Bakal Cecar Bamsoet Soal Aliran Dana e - KTP",0
"JawaPos . com - Komisi Pemberantasan Korupsi ( KPK ) kembali memanggil Ketua DPR Bambang Soesatyo , Senin siang ( 4 / 6 ) . Pria yang akrab disapa Bamsoet akan diperiksa terkait penyidikan dugaan kasus korupsi e - KTP .",0
"Juru Bicara Komisi Pemberantasan Korupsi Febri Diansyah mengatakan , lembaganya sudah mengagendakan pemeriksaan terhadap Bamsoet . Dia akan diperiksa untuk tersangka Irvanto Hendra Pambudi dan Made Oka Masagung .",1
"Mantan aktivis ICW ini juga mengaku lembaganya sudah mengirim surat panggilan pemeriksaan kepada anggota DPR lain untuk diperiksa sebagai saksi dalam kasus yang sama . Dalam seminggu ke depan "" Penyidikan e - KTP masih terus berjalan . Kami masih perlu periksa saksi - saksi . Minggu depan rencana diagendakan pemeriksaan sejumlah saksi dari DPR . Iya , ( Bambang Soesatyo ) termasuk yang diagendakan Senin ( 4 / 6 ) , "" ungkapnya pada awak media Minggu ( 3 / 6 )",0
"Kemudian , dia juga menghimbau agar para saksi yang akan dipanggil bisa memenuhi panggilan lembaga antirasuah ini .",1
""" Surat panggilan KPK terhadap saksi yang akan diperiksa mulai besok sudah disampaikan secara patut . Jadi kami harap saksi - saksi yang dipanggil memberikan contoh baik dan hadir memenuhi kewajiban hukum tersebut , "" tutupnya .",1
"Diduga mereka bersama - sama menguntungkan diri atau orang lain atau korporasi . Diduga ikut mengakibatkan kerugian negara Rp 2 , 3 triliun dari nilai proyek Rp 5 , 9 triliun .",0
"Dalam kasus ini , mereka disangkakan melanggar Pasal 2 Ayat 1 Subsider Pasal 3 Undang - Undang Nomor 31 Tahun 1999 sebagaimana diubah dalam UU Nomor 20 Tahun 2001 tentang Pemberantasan Tindak Pidana Korupsi jo Pasal 55 ayat 1 ke - 1 KUHP .",0
Mendag Pastikan Harga Bahan Pokok Tidak Naik Saat Lebaran,1
Enggartiasto menjelaskan bahan pokok yang dikhawatirkan akan naik adalah telur dan daging ayam . Namun setelah dipantau harga telur relatif sudah normal yakni Rp 21 - 23 ribu per kilogram dan ayam turun menjadi Rp 34 - 35 ribu per kilogram .,0
"Sebagai pembanding harga , ia sudah meminta untuk memasukan daging ayam beku ke sejumlah pasar tradisional dengan harga Rp 33 ribu per kilogram . Selain daging ayam , daging sapi beku juga disiapkan dengan kisaran harga Rp 75 - 90 ribu per kilogram .",1
""" Harga stabil dan cenderung turun . Ini sudah pertengahan ( Ramadan ) dan kita akan pantau terus , "" ujar Enggartiasto saat memantau di Pasar Baru , Kota Bandung , Jumat ( 1 / 6 / 2018 ) .",1
"Disinggung apakah harga akan naik saat mendekati lebaran , Enggartiasto memastikan hal itu tidak akan terjadi . Sebab Satgas Pangan dan dinas di kewilayahan akan melakukan pemantauan setiap hari di pasar .",1
""" Enggak ada , tidak akan naik . Tahun lalu tidak naik . Itu sudah mengawali satu catatan dalam sejarah tidak ada kenaikan . Kita akan tekan terus ( harga ) , sisi suplainya akan kita dorong , "" katanya .",1
"Jika dalam perjalanannya terjadi kenaikan , Enggartiasto mengatakan tim akan terjun langsung menelusuri dari mulai pasar hingga produsen barang . Jika dibutuhkan , maka Bulog siap melakukan operasi pasar dengan menjual sejumlah barang dengan harga di bawah HET .",1
"Selain ke Pasar Baru , Enggartiasto juga melakukan pemantauan serupa ke sejumlah pasar lain di Kota Bandung seperti Pasar Astanaanyar dan Pasar Kiaracondong .",1
"Ada Kecelakaan Truk di Tol Jakarta - Merak , Lalin Macet 5 Km",0
Jakarta - Kecelakaan truk trailer terjadi di Km 64 Tol Jakarta - Merak . Peristiwa itu menyebabkan kemacetan sepanjang 5 km .,0
""" Lalu datang trailer di jalur 2 menabrak ( kendaraan alat berat ) , lalu banting setir ke kanan . Jadi kontainer menutup lajur , kepala trailer di median jalan sehingga 2 lajur tidak bisa dilalui yang ke arah Merak , terputus , "" ujar Giarso saat dihubungi detikcom , Sabtu ( 2 / 6 / 2018 ) .",0
"Menurutnya tidak ada korban jiwa dalam peristiwa ini . Proses evakuasi oleh petugas juga telah selesai . Namun , akibat kepadatan yang sebelumnya terjadi , macet sepanjang 5 kilometer tidak terhindarkan .",1
""" Ada kemacetan lumayan , km 59 sampai km 64 . Sampai saat ini masih penanganan petugas , "" kata Giarso .",0
Surabaya - Pembangunan ruas Tol fungsional dari Semarang menuju Surabaya telah mencapai 95 persen . Kepala Korps Lalu Lintas Polri Irjen Royke Lumowa pastikan pemudik sudah dapat melewatinya .,1
""" Sejauh ini yang dapat kami lihat sama - sama bersama Kementerian PUPR , Jasa Marga , dan Jasa Raharja boleh dikata secara keseluruhan 95 persen sudah selesai , "" ujar Royke , Minggu ( 3 / 6 / 2018 ) .",1
""" Namun yang fungsional , rata - rata sudah 95 persen . Jembatan Kalikuto yang di Kendal sama Jembatan Kalikenteng di Salatiga , targetnya memang tanggal 5 Juni . khusus jembatan ini ( jembatan kalikonto ) selesai tanggal 8 Juni . Namun bisa dilalui di jembatan daruratnya di bele ( besi ) sebelahnya , "" kata Royke .",1
"Seluruh tol fungsional masih minim kelengkapan jalan seperti rambu dan penerangan . Namun , hal itu sudah diatasi dengan adanya petugas yang berjaga setiap 5 km .",0
"Saat melewati tiga tol fungsional ini , masih terdapat debu pekat yang berterbangan akibat proses pembangunan . Nantinya menjelang musim mudik petugas akan mengupayakan dengan proses penyiraman .",0
""" Tidak ( sepekat ini nanti ) , debu ini nanti akan disiram , disapu , kemarin memang ada sedikit semburan dari Merapi . Mudah - mudahan ke depan Merapi - nya agak kurang sedikit , enggak boleh mengamuk , kalem sehingga tidak ganggu masyarakat mudik , "" lanjut Royke .",1
Royke menjelaskan ketiga tol ini rencannya tidak akan dibuka sampai malam hari . Hal itu karena infrastuktur penerangan jalan belum memadai .,0
Selanjutnya Royke berpesan bagi para pemudik agar mengecek kendaraan yang dipakai supaya aman dan kesehata fisik . Lalu pengemudi diharapkan juga menyiapkan BBM . Hal ini untuk menjaga - jaga kalau ketersedian BBM tidak mencukupi .,1
""" BBM terutama karena tentu animo demand untuk membutuhkan BBM sangat tinggi , Persediaan juga terbatas . Walaupun kemudian pihak Pertamina sudah berjanji akan memberikan ketersediaan BBM baik portabel maupun tetap di setiap rest area , "" tutupnya .",0
"Pria Mandi Uang di Bathtub , Polri : Itu Memancing Pelaku Kejahatan",0
Foto : Screenshot video viral pria mandi uang ( Dok Istimewa ),0
"Jakarta - Video seorang pria mandi dengan uang penuh di bathtub viral di media sosial . Dengan uang pecahan Rp 100 ribu yang penuh , pria tersebut mengatakan akan memberi sumbangan kepada banyak pihak .",0
"Terkait hal ini , Karo Penmas Divisi Humas Polri Brigjen Mohammad Iqbal mengatakan tindakan tersebut tidak tepat . Sebab , menunjukkan uang yang banyak kepada publik dapat memancing niat pelaku kejahatan .",0
""" Mandi uang di bathtub , itu kan memancing niat pelaku kejahatan . Untuk apa ? Apa motifnya untuk pamer ? Dari sisi agama tak benar . Di sisi keamanan juga tak bagus . Itu artinya memperlihatkan , mengundang niat . Orang yang tak ada niat pun tergoda , "" kata Iqbal saat dihubungi detikcom , Minggu ( 3 / 6 / 2018 ) malam .",0
Dia mengatakan secara prinsip kejahatan terjadi karena ada niat dan kesempatan pelaku dari pelaku . Kejahatan dapat diantisipasi dengan menekan kesempatan para pelaku .,0
Dia memberi contoh tindakan menekan kesempatan pelaku kejahatan dengan meningkatkan kewaspadaan dan keamanan lingkungan sekitar . Kesempatan juga dapat ditekan dengan tak mengundang perhatian pelaku dengan menampilkan kekayaan .,1
""" Jadi prinsipnya adalah dan ( niat ) + k ( kesempatan ) = timbul masalah . Kalau ada niat tapi kesempatan itu ditutup masyarakat , enggak akan terjadi kriminal itu , "" tutur Iqbal .",0
Dia menghimbau masyarakat untuk ikut menciptakan keamanan bagi diri sendiri . Iqbal mengatakan polisi siap membantu jika masyarakat meminta bantuan keamanan .,1
""" Untuk itu masyarakat tidak menunjukkan . Apalagi ini sudah mau lebaran . Karena kan banyak yang butuh uang dan sebagainya . Jadi misalnya mau gajian atau ambil uang banyak di bank jangan ragu meminta bantuan polisi . Kita tak perlu takut tapi harus waspada , "" ujar dia .",0
"Sebelumnya diberitakan , video pria mandi uang di bathtub itu ramai dibagikan di berbagai platform media sosial . Belum diketahui siapa pria yang mandi duit ini . Dia berbicara dengan tangan menengadah saat mandi duit , sementara ada satu orang lain lagi yang melemparkan gepokan duit ke arah pria yang mandi itu .",0
""" Untuk beberapa waktu sekarang , saya sangat prihatin tentang negara kita , "" ujarnya .",1
""" Saya bermaksud untuk memikirkan berbagai opsi , dan itu bisa termasuk pelayanan publik , "" kata Schultz saat ditanya niatannya maju Pilpres AS .",1
""" Saya ingin melayani negara kami , tetapi itu tidak berarti saya harus mencalonkan diri untuk jabatan publik untuk mencapai itu , "" imbuhnya .",1
"Divonis Hidup 3 Bulan , Wanita Ini Kalahkan Kanker Stadium Lanjut",1
Judy Perkins sempat diperkirakan bakal bertahan hidup hanya selama tiga bulan lantaran kanker payudara telah menyebar dan tidak bisa disembuhkan dengan terapi konvensional . ( Judy Perkins ),0
Nyawa seorang perempuan yang mengidap kanker payudara stadium lanjut berhasil diselamatkan berkat terapi baru di Amerika Serikat .,1
Awalnya Judy Perkins diperkirakan bakal bertahan hidup hanya selama tiga bulan lantaran kanker payudara telah menyebar dan tidak bisa disembuhkan dengan terapi konvensional .,0
Perempuan asal Florida itu punya tumor sebesar bola tenis di bagian liver dan kanker yang menjalar ke sejumlah bagian tubuh .,0
"Namun , nyawanya dapat diselamatkan setelah sebuah tim di Institut Kanker Nasional AS melakoni uji coba terapi .",1
""" Sekitar satu pekan setelahnya ( terapi ) saya mulai merasakan sesuatu . Saya punya tumor di dada dan saya bisa merasakan itu menyusut . Perlu sepekan atau dua pekan lagi sampai rasa itu hilang , "" ujar Judy .",1
