sentimen,Tweet
-1,mau nang banget aku pas ngerujuk pasien pake ambulance ni mas gojek bantuin bukain jalan padahal beliau bukan k
0,maryan sejak zaman evdo rev b kamu masih balita sampe zaman now 5g depan mata rumah sy speed
0,tls followan ama aku yukk rep rt kita temenan
0,otobiografiebuah banatu bangun itu seperti rumah tradisional dayak akan tetapi ada beda kalau rumah da
1,sungguh kuasa diri adalah tanda dari dewasa seseorangelamat buat kamu yang memang benar benar sudah b
0,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang nak culik betul betul oleh abu sayap
0,bodo betul aku hibur bodo ada member ceni
0,aku penasaran bagaimana akhir kisah kita
0,aku tambahin lagi deh biar jadi dua
0,tweet bangang mcm ni masih liar di socmed mari kawan2 kita tengok gender mana yg trash huhu
0,macam cekgu
0,suk mben sepakat nde e kerjo karo gawe kopi dewe aku nganggur karo nukokke maeman ning
0,tengok anak buah aku gais
-1,aku pun tak faham dengan diri aku
1,hahahaha pastu buat2 kejut eh dah sampai aku tumbokk muka kau kang
-1,boleh plk dio gi langgar lampu merah kt simpang nk belok kanan aku sempat nepik lagi time kereta merc dari kiri nk
1,karena presentasi hari ini lancar aku mau bikin ga album only wanna ver one ver aja no need to follow tapi
-1,aku malas nak ikut kembang latest iphone xs tu hahahahah sebab tak check pun kalau korang boleh tolong bagitahu kat
-1,kenapa aku jenis reply chat orang cepat nak mampus sedang orang tu lepas jam baru dia reply and aku boleh terima de
-1,misal ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi nama
1,shopee kamu apaa mau dong
0,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab
0,aku juga mau puk pukin yuqi
0,periksa ke dokter kalo didiemin doang bisa kena sakit lambung dan mesti di rujuk rumah sakit kaya aku waktu itu
1,laksana segala apa yang wajib allah niscaya kamu jadi orang yang paling takwa hr ath thabrani
0,naik lift dgn member nak jumpa prof tingkat 5 aku keluar tingkat 4 member keluar tingkat 6 hahahahah bongok apa memasing
0,dulu paling lama pun x betegur dgn bff sendiri ada la dkt 3bulan kot rasa
-1,udah kyk gin aja msh di bilang males temen temen aku baju sm celana dalam nya aja juga masih di cuciin emak nya
0,dear cowok salat jumat nggak bikin kamu ganteng tapi bikin kamu jadi calon imam yang baik ingatalat jumat itu
-1,mbak takut kamu marahin makanya bilang enggak kalo mau coba tanya sekali lagi tapi pas kondisin
0,3 juluk mahasiswa yang wajib kamu tau gt nyawwwenyawwwa artikelnyawww infonyawww
0,help butuh donasi buat kucing jadi ini kucing suka ada sekitar rumah aku dulu sering bgt rumah dan tidur di ku
-1,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb
1,aku cinta segala promo grabfood karena bisa makan burger mcd harga ayam geprek
0,nanti cd aku liat kalo kamu morotin
0,tlg please bg perempuan tu baca malu wei lagi malu bila dia ria cerita kat kwan dia n aku skli dengar aku n
1,aku mungkin luar nampak happy go lucky sentiasa senyum dgn orang keliling friendly gelak ketawa sampai dekah a
0,org bilang time2 mngandung ni jaga mulut aku ini peluang aku mau sumpah time2 mngandung ni lah mujarab doa
0,ada yang cakep asli daripada foto cakep foto daripada asli aku jelek dua
1,aku cinta w1
-1,aku serah bapa
0,pah butang baju melayu aku mana pah
0,7 and aku tingkat 4 tapi wehhhh bila bunyi tu boleh rasa dia punya gegar dia jalan kuat2 and boleh
0,bila dekat universiti aku selalu dengar orang label student macam ni deme pandai hadap buku je tapi soal hidup deme
0,hmmm cari topik yang paling baru dan ada gap di antara teliti sebelum2nya jadi kamu bisa isi g
-1,apa yang kau nak belum tinggal aku nak belum aku mati allah ampun semua dosa aku dan mati aku dalam kead
0,nak try jugak laaa tapi tulah aku jela yg selalu ckp takecare hm
1,done watching dil 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram
-1,kamu salah wiwin manusia itu buat teman hidup bukan utk harap harap itu sm tuhan alloh
-1,nggak ken suudzon dulu pernah gin yg ilang charm gitu jadi sama persis aku pamerin
0,kerja apa kamoo hmb
0,urut sesuai sticker yah btw itu aku double essence dan laneige dipake 4x dalam minggu aja selang se
-1,kenapala aku taktegur kau tadi hm padahal niat aku nak tegur kau nak jadi kawan macam belum belum nierious aku t
-1,walaupun diri ini dah hancur percaya aku cuba juga untuk bahagia orang keliling tanpa putus asa itu sahaja ya
-1,kenapa aku nang baca komik ni
1,aku mau
0,kalau awek kamu bising nothing is wrong once awek kamu dah senyap everything is wrong perhaps dia dah ada someone yg
0,tapi ada sih di beberapa gramed yang jilid belum 18 masih jual di sana walau sebenernya itu cuma bua
-1,semua masa lalu biar lalu tapi rasa syg aku ke kamu gak bakal bisa lalu gitu aja aku syg kamu
0,kamu punya berapa banyak topi cuma 2
-1,aku why kena taboks juga a jadi teman papa lum intel
-1,aku mau ngutuk rizkiko boleh ga
-1,bukan coba kamu lawan sakit bukan coba kamu tentang sakit bukan coba kamu lupain sakit tapi coba biasa dengan
0,wwwwwww serius ada juga nih temen kuliah dari pontianak di sini dibeliin rumah sama mobil aku yg anak asli kota
0,bodola emma tak jadi aku nak murung harini
0,lagi siap2 mau jumat ini jadah sama sarung baru aku siapin
-1,gimana cara biar aku tau asa yg sebenarnyaa
1,doa untuk ibu dan bapa ya allah ampunila
-1,jika engkau tdk takdir dia untuk ku aku sangat berterimakasih engkau sempat temu kembali dgn cipt
0,aku mau bagi 1 e money ini buat bucin dreamies karena apa karena berkat nct dream hr ini aku dpt rejeki lebih tak duga h
0,nany tanya dia kau suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je
0,wkwk ngapa jadi nanya ke aku tau aku bisa kalo akun ga private nit kalo tetep gabisa mungkin bom di update i
0,aku ingat gagal tadbir negara dengan elok je dia salah bn nak tanding penting parti sendiri pon salah bn
0,yang punya anak bisa ajak ke event ini
0,terkadang kalo kita lihat orang yang sudah jalin hubung sudah lama pas dengar dia mau nikah ya biasa saja karna ud
-1,kadang meski kamu yakin telah lupa buah lagu mampu bawa semua kenang indah sama kembali ke pikir kmutiara
0,hai adik2 ikut lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juara untuk tahun in
-1,masuk tandas pun bayar okay mana ada free nak main bagi bagi
0,klu km asli aku layanin pkkny teganv serbaaa
0,akhir akhir ini aku sering mimpi bahkan ketika aku sedang tidak tidur
1,tampil sndiri atas diri hadap audiens lakuin lihat ssuatu skill mu sampai tuntas buat smua kagum p
-1,aku tak faham betul jenis orang malaysia yang tak ret nak sangkut balik hose tu aku geli bodoh nak pegang
0,aku still the same perut aku pon still same
0,ay wag po aku
1,ciri lelaki idam aku um kena sama macam ayah aku
-1,sumpah annoying weh tu masalah kau jgn expect aku selesai
0,eh sikda hahaha aku polah scaling jak
0,terus kamu mana sekarang mer ama siapa
-1,aku ni malas nak layan orang kang tak layan kang kesi dh layan kang fake hope haiyo apa nak buat ni
1,sikaaat ajaaaa sissst sikat baju celana biar bersih wkwk canda ding kalo bisa ga usah sikat sii
0,nctea kobisa ya mereka ga ngedip gitu kalo aku udah kedip2 itu hasil merem smua
1,shuhuaama sih tapi aku suka banget sama makan jepang
-1,aku traumatised tengok fjdjksj kenapa punn dub japanese
-1,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh henti ye guys mungkin bukan sekarang kena
0,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah
0,ngantuk aku tidur dulu jangan khawatir besok aku masih cinta seperti biasa besok aku masih ngirim pesan seperti
1,aku pun nak cari rezeki halal bisnes online dgn cara betul tak aku nak tipu orang pulak kan
0,mending sama gua aja gerobak gua bayarin buat resepsi di nikah kita nanti uwuwuwuwuw
0,hi followback ya aku yg di group
1,cepet sembuh sayaang moga kamu selalu beri kuat dan allah angkat sakit kamu segera yaaemangat a
1,selamat tambah umur kamuu moga kamu sehat selalu dan panjang umurmuemoga kamu selalu di
-1,bangsad tampar gue
1,wei aku kt kedai mamak ni tiba2 keluar nudes kt tl aduh hahahaha
-1,malu betul aku ada junior macam asheeq ali ni yihhhhhhh
0,aku tengok member yang keluar pergi sana sini tak habis2 duit orang guna ilmu apa aku makan lebih 10 ringgit sikit
0,tengah2 malam lapar ulang alik gi peti sejuk 4 5kali buka jenguk tutup buka jenguk tutup terfikir gak kalau peti
0,terus kemarin pak juno tiba tiba random ngomong kalau kita masih sesuai plan awal kita lagi ribet nyiapin kawin nih
0,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila cakap ada content ive never thought y komuniti ki
0,biasa tu perempuan kena jaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk
0,hampir semua aku punya wkwkwk
0,mamat ni cool cinta dlm hati dia tu putih kain yg bom cari walaupun kena mcm tu dia still rasa yg awek dia
0,hush floi udah ada yang punya kamu sama harry aja sana
1,walaupun maut pisah kita aku akan selalu cinta sayang tulus hati fellychibi
-1,kadang kamu harus henti peduli pada orang bukan karena benci tapi karena dia tak pernah sadar peduli katabijak
0,huh bukan dua ke tu pasal aku benci mathematics
0,surprise giveaway karena aku gabut dan ingin nambah teman aku mau bagiin pulsa dengan nominal 10rb operator apa aja buat 1
0,aku fast lena do bukan fast learner
-1,bengis nya perempuan tu tengok aku haha xhabis2 dendam nya kali dengan aku ni semenjak asasi lagi
1,hari ini aku akan usaha untuk sinar dengan awan jalan iring dan tetap puja bebas hanyut
1,rindu kau tapi takpa la aku doa dari jauh jeemoga tuhan beri lindung pada kau
0,aku fikir acne scar rupa tai lalat sendiri em
-1,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayang sempit sem
1,mantap nih kata kata pak jokowi aku dan para avengers lain siap untuk cegah thanos hapus tengah dari populasi j
-1,bodo betul aku hibur bodo ada member ceni
1,anak jiran aku umur 3 tahun bagitau bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung hahahahahaah
1,muhammad q muhammad q dengar seru aku rindu ak rindu pada muhammad q
-1,sakit hati bile dengar kisah orang kalau kene sendiri entoh le memang aku ngamuk
0,faded away kepala bapak dia la dah ada jantan lain tu taknak ngaku hanjeng
-1,aku hanya ingin lindung mereka walau harus jalan derita seperti apa nagato chapter 373 quoteui
-1,orang ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz
0,dah lah asyik aku je kena cari kau asyik aku je nak kena terhegeh hegeh asyik aku je nak ria lebih pergi mampus
-1,bukankah pantas jika aku rasa beda
1,jangan lupa sholat jumat ya sayang aku jelek ya sayang bukan biar ganteng ih itu kan wajib oh kirain makas
0,nak dekat 4 tahun but this is my first time dia bagi surat yg sangat panjang sbb lama ni dia selalu tak ret nak
0,sorry ah zri aku tanya kau week 7 kita buat apa je
-1,jika aku panggil jangan tanya kenapa aku panggil itu karena aku rindu tanya hati rindu kamu dengan aseq
1,orang yang bisa buat aku sering rasa khawatir arti dia orang yang sangat aku sayang
1,hihihihi look at the face lepas aku taknak kau bau ikan bagi aku mandi dulu namau nameow catsoftwit
0,loh gatau aku ga lagi lagi deh
0,kalau da ex buat hal ex eh tolong ah haha takyah sebok2 jaga tepi kain aku time tgt taknak pulak jaga betul2 skrg nak s
1,ini yg nama indonesia ini yg nama toleransi ini yg nama bhineka tunggal ika peti jenasah pendeta oma palese man
1,aku mauuuu
-1,aku dan kisah miskin
-1,aku nak tengok sampai bila nak lakon bodoh tu
-1,amit amit ya allah
1,omg kamu harus lihat ini bigolive gt pada mana aja
1,ngikik baca ginian siang hari
1,wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah
0,yuk rapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand sedia j
-1,mu gemes banget adminnya aku ga jadi marah
0,ni nak femes je benar
0,oiya aku kan anak baik jadi aku kasih tiga
0,back then in school cikgu semua macam eh jangan cinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i
-1,11 pernah hehehehe 12 pernah sekali dan aku sesal
1,lipstik yg creamy kaya purbasari gt bibir aku kering kalo pake itu enak ga liat kering
1,gemes kan aku oenyoe getoh cmiew jfclosedday
-1,kita kamu aja please gausah ajak ajak aku
0,nek aku konco sak sekolah sihiswa lain masuk bk karena bandel lha ini karena bawa bmw sport sing anyar
1,gua dinyanyiin raisa lagu mantan indah ya allah aku haru
1,kenang yg paling indah itu ialah ketika pertama kali kau cumbu aku sayang
-1,dom malang nih kamu
0,bayang kamu lagi telfonan sama hanbin nyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam
0,aku udah dari beberapa bulan yang lalu main ca xd jadi kalau bosan ke rp aku lari kesana tapi beberapa
-1,kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang
-1,kamu rupa gagal patah tapi ingin terus juang
-1,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan
0,hmm aku tengah lapar ni nep
0,tubuh sembunyi embun pada jendela itu aku sebut kabut yang tidak tetes gerimis tehpotji
0,ab erina followan kuyy baru buat acc nehh dn ku ada tulis follback woy kalian rt aja ntar aku follow ntar jangan lup
0,bgthu jelah dh suka someone yg lain
-1,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok
-1,askmf aku mau kasih kado earphone ke gebetanku tpi gagal jd pacar terus kutilisin dengerin apa yg kamu mau denger jang
-1,ngetik kangen aku tuh hapus gamau tag orang nya ldmstro
0,081223555353 ya allah hibur aku dengan ridha mu dan sabar dengan tiap uji yang engkau turun jualforedijogja
0,boleh tak aku nak bakar orang ni awal2
-1,commitmentetakat hulu hilir together tapi tak put effort nak kahwin baik tinggal je bazir masa
1,untuk kak rehan kamu yg sabar ya
0,woelaaah sa ae lu potekan nyam nyam
1,terus dia sharing2 gitu deh sama ngasih motivasi gua sama ngasih petuah2 kalo kamu pgn kaya amp nikah di umur belum 30th
0,ketika teh yg kamu minum terlalu panas tapi kamu paham sekali hukum termodinamika
1,belum start kuliah aku dah ponteng haih apa nak jadi hahaha
-1,dah kenapatudent poal ni aku login accendiri nak buat entranceurvey tapi keluar profile orang lain yang aku tak kenal
-1,dan aku hanya selam dungu yang ira ngira laut tak ombak harus sebut apa rasa ini kosong dan rendah gair
1,iya tp ada lagi tempat paling indah aku mau tunjukkin ke km dgn semangataya bawa dia ke tempat titik favorit saya
0,duit kamu kan banyak cey es krim bisa kali
0,sblum kahwin isteri pernah tnya knpa x pernah confessejak kenal 2017 xpernah aku luah asa tapi tiap 1 or
-1,ada masa mana nama adalah yang paling aku tungguedangkang sekarang datang masa mana bisa mungkin aku harap tak me
1,kalau aku juang trus sampai akhir aku pasti akan temu jalan matsukaze tenma
1,hsjsjs aku juga apalagi kalo liat dancenya
-1,kamu tu cari benar atau justru benar you do you i ll do me
0,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi buat tu salah ikan kene ma
0,sebab lelaki power bab fokus corpus collosum cc tissue inside our brain which connected between 2 hemisphere left
1,selamat rehat mr acappan antara lawak aku suka amp evergreen selainathiya
0,aku butuh totebag nder huhu mau nya font kaya gitu tapi warna tulis nya itaammmmmmmmm totebag nya putih lucu bgt pasti
0,aku mau ga ya pulsa buat 2org masing 10k karna aku wkt itu bilang kl si bangchan blonde aku ga nah skrg dia blonde tu
0,tgok tweet hg buat aku ingin ti canai
0,hi followback ya aku yg di group
-1,member aku ade cite kat aku yang dibreak up dgn gf die time dia cerita suddenly dia menang weyh 5 tahun sama kot
-1,ni kalau aku rt org anak mahu efa tk nk anak kalau tgk
0,lah aku baru tau masaaa
1,senang senang je aku bodoh duluob sob
1,ngantuk aku tidur dulu jangan khawatir besok aku masih cinta seperti biasa besok aku masih ngirim pesan seperti
0,hari minggu dewan nasehat rapat perdana di mbs
1,mauu dm aku
1,karena aku percaya allah sdh mentakd
-1,tipu je aku tak pakai makeup
-1,lagi duit aku dh habis aku lagi lost sia hais
-1,aku percaya kamu balik yang ga percaya adalah diri sendiri aku ga punya percaya diri untuk cinta celty
0,apakah sudah templatenya kalo udah jadi mamah mamah tuh kalo ada bagi2 hadiah atau apa akan bilang aku satu lagi dong b
-1,aku baru liat trailer kok gak mudeng otak kiri ya
-1,kamu aja ga cape ngeboong aku juga ga cape diboongin
